Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,3.980E-01,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E-01,
Vertical Position,-4.160E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Display Last Dot Address,10000,
Waveform Last Dot Address,0,
SincET Mode,Real Time,
Sampling Period,1.000E-04,
Horizontal Old Scale,1.000E-01,
Horizontal Old Position,0.000E+00,
Firmware,V1.32,
Mode,Detail,
Waveform Data,
1.549999e-02,7.44e-01,
1.559999e-02,7.44e-01,
1.569999e-02,7.44e-01,
1.579999e-02,7.36e-01,
1.589999e-02,7.36e-01,
1.599999e-02,7.36e-01,
1.609999e-02,7.36e-01,
1.619999e-02,7.36e-01,
1.629999e-02,7.36e-01,
1.639999e-02,7.32e-01,
1.649999e-02,7.32e-01,
1.659999e-02,7.32e-01,
1.669999e-02,7.28e-01,
1.679999e-02,7.24e-01,
1.689999e-02,7.24e-01,
1.699999e-02,7.20e-01,
1.709999e-02,7.20e-01,
1.719999e-02,7.20e-01,
1.729999e-02,7.24e-01,
1.739999e-02,7.24e-01,
1.749999e-02,6.84e-01,
1.759999e-02,7.08e-01,
1.769999e-02,6.64e-01,
1.779999e-02,6.76e-01,
1.789999e-02,6.56e-01,
1.799999e-02,6.60e-01,
1.809999e-02,6.76e-01,
1.819999e-02,6.80e-01,
1.829999e-02,6.60e-01,
1.839999e-02,6.52e-01,
1.849999e-02,7.00e-01,
1.859999e-02,6.96e-01,
1.869999e-02,6.96e-01,
1.879999e-02,6.88e-01,
1.889999e-02,6.80e-01,
1.899999e-02,6.56e-01,
1.909999e-02,6.64e-01,
1.919999e-02,6.60e-01,
1.929999e-02,6.76e-01,
1.939999e-02,6.76e-01,
1.949999e-02,6.52e-01,
1.959999e-02,6.52e-01,
1.969999e-02,6.40e-01,
1.979999e-02,6.56e-01,
1.989999e-02,6.20e-01,
1.999999e-02,6.52e-01,
2.009999e-02,6.44e-01,
2.019999e-02,6.56e-01,
2.029999e-02,6.16e-01,
2.039999e-02,6.32e-01,
2.049999e-02,6.00e-01,
2.059999e-02,6.52e-01,
2.069999e-02,6.44e-01,
2.079999e-02,6.20e-01,
2.089999e-02,6.32e-01,
2.099999e-02,6.24e-01,
2.109999e-02,5.96e-01,
2.119999e-02,6.44e-01,
2.129999e-02,6.20e-01,
2.139999e-02,6.44e-01,
2.149999e-02,6.12e-01,
2.159999e-02,6.24e-01,
2.169999e-02,6.44e-01,
2.179999e-02,6.36e-01,
2.189999e-02,6.12e-01,
2.199999e-02,6.36e-01,
2.209999e-02,6.52e-01,
2.219999e-02,6.00e-01,
2.229999e-02,6.12e-01,
2.239999e-02,6.60e-01,
2.249999e-02,6.20e-01,
2.259999e-02,6.64e-01,
2.269999e-02,6.60e-01,
2.279999e-02,6.24e-01,
2.289999e-02,6.36e-01,
2.299999e-02,6.44e-01,
2.309999e-02,6.52e-01,
2.319999e-02,6.56e-01,
2.329999e-02,6.52e-01,
2.339999e-02,6.56e-01,
2.349999e-02,6.76e-01,
2.359999e-02,6.68e-01,
2.369999e-02,6.96e-01,
2.379999e-02,7.00e-01,
2.389999e-02,7.00e-01,
2.399999e-02,7.00e-01,
2.409999e-02,7.04e-01,
2.419999e-02,6.96e-01,
2.429999e-02,6.96e-01,
2.439999e-02,7.00e-01,
2.449999e-02,7.00e-01,
2.459999e-02,6.88e-01,
2.469999e-02,6.84e-01,
2.479999e-02,6.80e-01,
2.489999e-02,6.68e-01,
2.499999e-02,6.64e-01,
2.509999e-02,6.52e-01,
2.519999e-02,6.60e-01,
2.529999e-02,6.44e-01,
2.539999e-02,6.64e-01,
2.549999e-02,6.32e-01,
2.559999e-02,6.36e-01,
2.569999e-02,6.20e-01,
2.579999e-02,6.56e-01,
2.589999e-02,6.40e-01,
2.599999e-02,6.40e-01,
2.609999e-02,6.60e-01,
2.619999e-02,6.76e-01,
2.629999e-02,6.36e-01,
2.639999e-02,6.20e-01,
2.649999e-02,6.00e-01,
2.659999e-02,6.60e-01,
2.669999e-02,6.64e-01,
2.679999e-02,6.60e-01,
2.689999e-02,6.56e-01,
2.699999e-02,6.60e-01,
2.709999e-02,6.60e-01,
2.719999e-02,6.08e-01,
2.729999e-02,6.00e-01,
2.739999e-02,6.56e-01,
2.749999e-02,6.64e-01,
2.759999e-02,6.64e-01,
2.769999e-02,6.12e-01,
2.779999e-02,6.44e-01,
2.789999e-02,6.00e-01,
2.799999e-02,6.08e-01,
2.809999e-02,5.96e-01,
2.819999e-02,6.60e-01,
2.829999e-02,6.60e-01,
2.839999e-02,6.52e-01,
2.849999e-02,5.92e-01,
2.859999e-02,6.52e-01,
2.869999e-02,6.52e-01,
2.879999e-02,6.56e-01,
2.889999e-02,6.52e-01,
2.899999e-02,6.60e-01,
2.909999e-02,6.60e-01,
2.919999e-02,6.60e-01,
2.929999e-02,6.56e-01,
2.939999e-02,6.60e-01,
2.949999e-02,6.64e-01,
2.959999e-02,6.00e-01,
2.969999e-02,6.32e-01,
2.979999e-02,5.80e-01,
2.989999e-02,6.44e-01,
2.999999e-02,6.16e-01,
3.009999e-02,6.40e-01,
3.019999e-02,5.92e-01,
3.029999e-02,6.32e-01,
3.039999e-02,6.08e-01,
3.049999e-02,6.24e-01,
3.059999e-02,6.36e-01,
3.069999e-02,6.40e-01,
3.079999e-02,6.24e-01,
3.089999e-02,6.32e-01,
3.099999e-02,5.88e-01,
3.109999e-02,6.16e-01,
3.119999e-02,6.24e-01,
3.129999e-02,6.24e-01,
3.139999e-02,6.20e-01,
3.149999e-02,6.00e-01,
3.159999e-02,6.24e-01,
3.169999e-02,6.20e-01,
3.179999e-02,6.20e-01,
3.189999e-02,6.00e-01,
3.199999e-02,6.16e-01,
3.209999e-02,5.96e-01,
3.219999e-02,6.20e-01,
3.229999e-02,6.20e-01,
3.239999e-02,6.16e-01,
3.249999e-02,6.16e-01,
3.259999e-02,6.24e-01,
3.269999e-02,6.24e-01,
3.279999e-02,6.36e-01,
3.289999e-02,6.32e-01,
3.299999e-02,6.24e-01,
3.309999e-02,6.24e-01,
3.319999e-02,6.16e-01,
3.329999e-02,6.16e-01,
3.339999e-02,6.00e-01,
3.349999e-02,6.20e-01,
3.359999e-02,6.16e-01,
3.369999e-02,6.12e-01,
3.379999e-02,5.80e-01,
3.389999e-02,5.44e-01,
3.399999e-02,5.96e-01,
3.409999e-02,5.76e-01,
3.419999e-02,5.72e-01,
3.429999e-02,5.52e-01,
3.439999e-02,5.88e-01,
3.449999e-02,5.36e-01,
3.459999e-02,5.76e-01,
3.469999e-02,5.76e-01,
3.479999e-02,5.36e-01,
3.489999e-02,5.52e-01,
3.499999e-02,5.64e-01,
3.509999e-02,5.68e-01,
3.519999e-02,5.76e-01,
3.529999e-02,5.68e-01,
3.539999e-02,5.88e-01,
3.549999e-02,5.72e-01,
3.559999e-02,5.76e-01,
3.569999e-02,5.92e-01,
3.579999e-02,6.12e-01,
3.589999e-02,6.56e-01,
3.599999e-02,6.52e-01,
3.609999e-02,6.20e-01,
3.619999e-02,6.24e-01,
3.629999e-02,5.96e-01,
3.639999e-02,6.60e-01,
3.649999e-02,5.76e-01,
3.659999e-02,5.88e-01,
3.669999e-02,6.00e-01,
3.679999e-02,5.88e-01,
3.689999e-02,6.00e-01,
3.699999e-02,5.92e-01,
3.709999e-02,6.08e-01,
3.719999e-02,6.00e-01,
3.729999e-02,5.96e-01,
3.739999e-02,5.88e-01,
3.749999e-02,5.96e-01,
3.759999e-02,5.92e-01,
3.769999e-02,6.08e-01,
3.779999e-02,6.00e-01,
3.789999e-02,5.96e-01,
3.799999e-02,5.88e-01,
3.809999e-02,5.96e-01,
3.819999e-02,6.08e-01,
3.829999e-02,5.92e-01,
3.839999e-02,5.80e-01,
3.849999e-02,5.88e-01,
3.859999e-02,5.92e-01,
3.869999e-02,6.24e-01,
3.879999e-02,6.00e-01,
3.889999e-02,6.08e-01,
3.899999e-02,6.32e-01,
3.909999e-02,6.16e-01,
3.919999e-02,6.12e-01,
3.929999e-02,6.32e-01,
3.939999e-02,6.40e-01,
3.949999e-02,6.52e-01,
3.959999e-02,6.52e-01,
3.969999e-02,6.56e-01,
3.979999e-02,6.44e-01,
3.989999e-02,6.52e-01,
3.999999e-02,6.44e-01,
4.009999e-02,6.40e-01,
4.019999e-02,6.52e-01,
4.029999e-02,6.52e-01,
4.039999e-02,6.52e-01,
4.049999e-02,6.24e-01,
4.059999e-02,6.24e-01,
4.069999e-02,6.00e-01,
4.079999e-02,6.52e-01,
4.089999e-02,6.20e-01,
4.099999e-02,6.16e-01,
4.109999e-02,6.32e-01,
4.119999e-02,6.44e-01,
4.129999e-02,6.52e-01,
4.139999e-02,6.56e-01,
4.149999e-02,6.56e-01,
4.159999e-02,6.56e-01,
4.169999e-02,6.52e-01,
4.179999e-02,6.36e-01,
4.189999e-02,6.52e-01,
4.199999e-02,6.56e-01,
4.209999e-02,6.60e-01,
4.219999e-02,6.56e-01,
4.229999e-02,6.60e-01,
4.239999e-02,6.00e-01,
4.249999e-02,6.44e-01,
4.259999e-02,6.16e-01,
4.269999e-02,6.52e-01,
4.279999e-02,6.56e-01,
4.289999e-02,6.24e-01,
4.299999e-02,6.52e-01,
4.309999e-02,6.44e-01,
4.319999e-02,6.56e-01,
4.329999e-02,6.52e-01,
4.339999e-02,6.36e-01,
4.349999e-02,6.40e-01,
4.359999e-02,6.20e-01,
4.369999e-02,6.12e-01,
4.379999e-02,5.92e-01,
4.389999e-02,6.40e-01,
4.399999e-02,6.16e-01,
4.409999e-02,6.24e-01,
4.419999e-02,6.32e-01,
4.429999e-02,6.40e-01,
4.439999e-02,6.36e-01,
4.449999e-02,6.36e-01,
4.459999e-02,6.24e-01,
4.469999e-02,6.20e-01,
4.479999e-02,6.36e-01,
4.489999e-02,6.44e-01,
4.499999e-02,6.44e-01,
4.509999e-02,6.56e-01,
4.519999e-02,6.32e-01,
4.529999e-02,6.60e-01,
4.539999e-02,6.56e-01,
4.549999e-02,6.60e-01,
4.559999e-02,6.52e-01,
4.569999e-02,6.60e-01,
4.579999e-02,6.56e-01,
4.589999e-02,6.16e-01,
4.599999e-02,6.40e-01,
4.609999e-02,6.52e-01,
4.619999e-02,6.56e-01,
4.629999e-02,6.16e-01,
4.639999e-02,6.08e-01,
4.649999e-02,6.12e-01,
4.659999e-02,6.16e-01,
4.669999e-02,6.40e-01,
4.679999e-02,6.40e-01,
4.689999e-02,6.44e-01,
4.699999e-02,6.16e-01,
4.709999e-02,6.44e-01,
4.719999e-02,6.40e-01,
4.729999e-02,6.44e-01,
4.739999e-02,6.40e-01,
4.749999e-02,6.36e-01,
4.759999e-02,6.24e-01,
4.769999e-02,6.40e-01,
4.779999e-02,6.16e-01,
4.789999e-02,6.40e-01,
4.799999e-02,6.36e-01,
4.809999e-02,6.44e-01,
4.819999e-02,5.96e-01,
4.829999e-02,6.40e-01,
4.839999e-02,6.00e-01,
4.849999e-02,5.72e-01,
4.859999e-02,6.36e-01,
4.869999e-02,6.16e-01,
4.879999e-02,5.80e-01,
4.889999e-02,6.40e-01,
4.899999e-02,6.36e-01,
4.909999e-02,6.40e-01,
4.919999e-02,6.40e-01,
4.929999e-02,6.40e-01,
4.939999e-02,6.36e-01,
4.949999e-02,6.36e-01,
4.959999e-02,6.40e-01,
4.969999e-02,6.40e-01,
4.979999e-02,6.36e-01,
4.989999e-02,6.24e-01,
4.999999e-02,6.20e-01,
5.009999e-02,6.20e-01,
5.019999e-02,6.16e-01,
5.029999e-02,6.20e-01,
5.039999e-02,6.16e-01,
5.049999e-02,6.16e-01,
5.059999e-02,6.08e-01,
5.069999e-02,6.12e-01,
5.079999e-02,6.08e-01,
5.089999e-02,6.08e-01,
5.099999e-02,6.16e-01,
5.109999e-02,6.16e-01,
5.119999e-02,6.12e-01,
5.129999e-02,6.08e-01,
5.139999e-02,6.00e-01,
5.149999e-02,6.00e-01,
5.159999e-02,6.00e-01,
5.169999e-02,5.96e-01,
5.179999e-02,6.00e-01,
5.189999e-02,5.56e-01,
5.199999e-02,5.56e-01,
5.209999e-02,5.52e-01,
5.219999e-02,5.68e-01,
5.229999e-02,5.48e-01,
5.239999e-02,5.52e-01,
5.249999e-02,5.36e-01,
5.259999e-02,5.64e-01,
5.269999e-02,5.76e-01,
5.279999e-02,5.48e-01,
5.289999e-02,5.72e-01,
5.299999e-02,5.72e-01,
5.309999e-02,5.68e-01,
5.319999e-02,5.76e-01,
5.329999e-02,5.76e-01,
5.339999e-02,5.44e-01,
5.349999e-02,5.32e-01,
5.359999e-02,5.72e-01,
5.369999e-02,5.68e-01,
5.379999e-02,5.28e-01,
5.389999e-02,5.80e-01,
5.399999e-02,5.48e-01,
5.409999e-02,5.88e-01,
5.419999e-02,5.72e-01,
5.429999e-02,5.92e-01,
5.439999e-02,5.96e-01,
5.449999e-02,5.68e-01,
5.459999e-02,5.56e-01,
5.469999e-02,5.96e-01,
5.479999e-02,5.72e-01,
5.489999e-02,5.96e-01,
5.499999e-02,5.92e-01,
5.509999e-02,6.12e-01,
5.519999e-02,5.96e-01,
5.529999e-02,5.96e-01,
5.539999e-02,6.00e-01,
5.549999e-02,6.32e-01,
5.559999e-02,6.32e-01,
5.569999e-02,6.36e-01,
5.579999e-02,6.36e-01,
5.589999e-02,6.40e-01,
5.599999e-02,6.40e-01,
5.609999e-02,6.40e-01,
5.619999e-02,6.44e-01,
5.629999e-02,6.52e-01,
5.639999e-02,6.52e-01,
5.649999e-02,6.52e-01,
5.659999e-02,6.44e-01,
5.669999e-02,6.44e-01,
5.679999e-02,6.40e-01,
5.689999e-02,6.44e-01,
5.699999e-02,6.44e-01,
5.709999e-02,6.44e-01,
5.719999e-02,6.44e-01,
5.729999e-02,6.44e-01,
5.739999e-02,6.40e-01,
5.749999e-02,6.40e-01,
5.759999e-02,6.44e-01,
5.769999e-02,6.40e-01,
5.779999e-02,6.44e-01,
5.789999e-02,6.40e-01,
5.799999e-02,6.40e-01,
5.809999e-02,6.40e-01,
5.819999e-02,6.44e-01,
5.829999e-02,6.44e-01,
5.839999e-02,6.32e-01,
5.849999e-02,6.44e-01,
5.859999e-02,6.44e-01,
5.869999e-02,6.40e-01,
5.879999e-02,6.36e-01,
5.889999e-02,6.36e-01,
5.899999e-02,6.40e-01,
5.909999e-02,6.40e-01,
5.919999e-02,6.44e-01,
5.929999e-02,6.44e-01,
5.939999e-02,6.44e-01,
5.949999e-02,6.44e-01,
5.959999e-02,6.40e-01,
5.969999e-02,6.16e-01,
5.979999e-02,6.36e-01,
5.989999e-02,6.20e-01,
5.999999e-02,6.32e-01,
6.009999e-02,6.16e-01,
6.019999e-02,6.36e-01,
6.029999e-02,6.40e-01,
6.039999e-02,6.44e-01,
6.049999e-02,6.44e-01,
6.059999e-02,6.40e-01,
6.069999e-02,6.44e-01,
6.079999e-02,6.20e-01,
6.089999e-02,6.36e-01,
6.099999e-02,6.32e-01,
6.109999e-02,6.12e-01,
6.119999e-02,6.20e-01,
6.129999e-02,6.20e-01,
6.139999e-02,6.12e-01,
6.149999e-02,6.20e-01,
6.159999e-02,5.88e-01,
6.169999e-02,6.24e-01,
6.179999e-02,5.88e-01,
6.189999e-02,6.08e-01,
6.199999e-02,6.24e-01,
6.209999e-02,6.20e-01,
6.219999e-02,5.96e-01,
6.229999e-02,6.24e-01,
6.239999e-02,6.36e-01,
6.249999e-02,6.36e-01,
6.259999e-02,6.36e-01,
6.269999e-02,6.32e-01,
6.279999e-02,6.36e-01,
6.289999e-02,6.12e-01,
6.299999e-02,6.20e-01,
6.309999e-02,6.32e-01,
6.319999e-02,6.20e-01,
6.329999e-02,6.24e-01,
6.339999e-02,6.40e-01,
6.349999e-02,6.36e-01,
6.359999e-02,6.24e-01,
6.369999e-02,6.24e-01,
6.379999e-02,6.32e-01,
6.389999e-02,6.44e-01,
6.399999e-02,6.40e-01,
6.409999e-02,6.52e-01,
6.419999e-02,6.56e-01,
6.429999e-02,6.52e-01,
6.439999e-02,6.44e-01,
6.449999e-02,6.56e-01,
6.459999e-02,6.56e-01,
6.469999e-02,6.60e-01,
6.479999e-02,6.60e-01,
6.489999e-02,6.56e-01,
6.499999e-02,6.56e-01,
6.509999e-02,6.56e-01,
6.519999e-02,6.60e-01,
6.529999e-02,6.64e-01,
6.539999e-02,6.64e-01,
6.549999e-02,6.76e-01,
6.559999e-02,6.64e-01,
6.569999e-02,6.64e-01,
6.579999e-02,6.64e-01,
6.589999e-02,6.80e-01,
6.599999e-02,6.80e-01,
6.609999e-02,6.44e-01,
6.619999e-02,6.84e-01,
6.629999e-02,6.84e-01,
6.639999e-02,6.84e-01,
6.649999e-02,6.80e-01,
6.659999e-02,6.84e-01,
6.669999e-02,6.88e-01,
6.679999e-02,6.88e-01,
6.689999e-02,7.00e-01,
6.699999e-02,7.04e-01,
6.709999e-02,7.04e-01,
6.719999e-02,6.84e-01,
6.729999e-02,7.00e-01,
6.739999e-02,6.84e-01,
6.749999e-02,6.96e-01,
6.759999e-02,6.96e-01,
6.769999e-02,6.88e-01,
6.779999e-02,7.08e-01,
6.789999e-02,6.88e-01,
6.799999e-02,6.96e-01,
6.809999e-02,6.96e-01,
6.819999e-02,6.84e-01,
6.829999e-02,6.96e-01,
6.839999e-02,6.96e-01,
6.849999e-02,6.88e-01,
6.859999e-02,6.68e-01,
6.869999e-02,6.88e-01,
6.879999e-02,6.96e-01,
6.889999e-02,7.00e-01,
6.899999e-02,7.00e-01,
6.909999e-02,6.76e-01,
6.919999e-02,6.88e-01,
6.929999e-02,6.44e-01,
6.939999e-02,6.96e-01,
6.949999e-02,7.00e-01,
6.959999e-02,7.00e-01,
6.969999e-02,7.00e-01,
6.979999e-02,7.00e-01,
6.989999e-02,7.08e-01,
6.999999e-02,7.04e-01,
7.009999e-02,6.96e-01,
7.019999e-02,7.04e-01,
7.029999e-02,7.04e-01,
7.039999e-02,6.36e-01,
7.049999e-02,6.52e-01,
7.059999e-02,7.08e-01,
7.069999e-02,7.12e-01,
7.079999e-02,7.20e-01,
7.089999e-02,7.20e-01,
7.099999e-02,7.04e-01,
7.109999e-02,7.04e-01,
7.119999e-02,6.76e-01,
7.129999e-02,6.32e-01,
7.139999e-02,6.20e-01,
7.149999e-02,6.32e-01,
7.159999e-02,6.32e-01,
7.169999e-02,6.20e-01,
7.179999e-02,6.36e-01,
7.189999e-02,6.32e-01,
7.199999e-02,6.24e-01,
7.209999e-02,6.16e-01,
7.219999e-02,6.16e-01,
7.229999e-02,6.24e-01,
7.239999e-02,6.16e-01,
7.249999e-02,6.32e-01,
7.259999e-02,6.20e-01,
7.269999e-02,6.12e-01,
7.279999e-02,6.20e-01,
7.289999e-02,6.20e-01,
7.299999e-02,6.12e-01,
7.309999e-02,6.12e-01,
7.319999e-02,6.12e-01,
7.329999e-02,6.16e-01,
7.339999e-02,6.00e-01,
7.349999e-02,6.12e-01,
7.359999e-02,6.08e-01,
7.369999e-02,6.08e-01,
7.379999e-02,6.08e-01,
7.389999e-02,5.92e-01,
7.399999e-02,5.88e-01,
7.409999e-02,6.16e-01,
7.419999e-02,6.32e-01,
7.429999e-02,6.00e-01,
7.439999e-02,6.60e-01,
7.449999e-02,6.20e-01,
7.459999e-02,6.76e-01,
7.469999e-02,6.76e-01,
7.479999e-02,6.68e-01,
7.489999e-02,6.76e-01,
7.499999e-02,6.20e-01,
7.509999e-02,6.20e-01,
7.519999e-02,6.00e-01,
7.529999e-02,6.24e-01,
7.539999e-02,6.08e-01,
7.549999e-02,6.00e-01,
7.559999e-02,6.00e-01,
7.569999e-02,6.12e-01,
7.579999e-02,6.76e-01,
7.589999e-02,6.60e-01,
7.599999e-02,6.60e-01,
7.609999e-02,6.68e-01,
7.619999e-02,6.24e-01,
7.629999e-02,6.68e-01,
7.639999e-02,6.60e-01,
7.649999e-02,6.76e-01,
7.659999e-02,6.68e-01,
7.669999e-02,6.36e-01,
7.679999e-02,6.84e-01,
7.689999e-02,6.76e-01,
7.699999e-02,6.84e-01,
7.709999e-02,6.32e-01,
7.719999e-02,6.68e-01,
7.729999e-02,6.60e-01,
7.739999e-02,6.60e-01,
7.749999e-02,6.60e-01,
7.759999e-02,6.56e-01,
7.769999e-02,6.56e-01,
7.779999e-02,6.64e-01,
7.789999e-02,6.60e-01,
7.799999e-02,6.56e-01,
7.809999e-02,6.24e-01,
7.819999e-02,6.56e-01,
7.829999e-02,6.68e-01,
7.839999e-02,6.56e-01,
7.849999e-02,6.68e-01,
7.859999e-02,6.84e-01,
7.869999e-02,6.12e-01,
7.879999e-02,6.80e-01,
7.889999e-02,6.88e-01,
7.899999e-02,6.84e-01,
7.909999e-02,6.84e-01,
7.919999e-02,6.68e-01,
7.929999e-02,6.80e-01,
7.939999e-02,6.52e-01,
7.949999e-02,6.64e-01,
7.959999e-02,6.64e-01,
7.969999e-02,6.76e-01,
7.979999e-02,6.12e-01,
7.989999e-02,6.84e-01,
7.999999e-02,6.84e-01,
8.009999e-02,6.80e-01,
8.019999e-02,6.80e-01,
8.029999e-02,6.80e-01,
8.039999e-02,6.80e-01,
8.049999e-02,6.68e-01,
8.059999e-02,6.80e-01,
8.069999e-02,6.80e-01,
8.079999e-02,6.80e-01,
8.089999e-02,6.80e-01,
8.099999e-02,6.76e-01,
8.109999e-02,6.76e-01,
8.119999e-02,6.68e-01,
8.129999e-02,6.68e-01,
8.139999e-02,6.68e-01,
8.149999e-02,6.64e-01,
8.159999e-02,6.68e-01,
8.169999e-02,6.64e-01,
8.179999e-02,6.64e-01,
8.189999e-02,6.60e-01,
8.199999e-02,6.60e-01,
8.209999e-02,6.56e-01,
8.219999e-02,6.52e-01,
8.229999e-02,6.60e-01,
8.239999e-02,6.80e-01,
8.249999e-02,6.16e-01,
8.259999e-02,6.12e-01,
8.269999e-02,6.64e-01,
8.279999e-02,6.84e-01,
8.289999e-02,6.60e-01,
8.299999e-02,6.68e-01,
8.309999e-02,6.88e-01,
8.319999e-02,6.80e-01,
8.329999e-02,6.64e-01,
8.339999e-02,6.56e-01,
8.349999e-02,6.52e-01,
8.359999e-02,6.68e-01,
8.369999e-02,6.64e-01,
8.379999e-02,6.64e-01,
8.389999e-02,6.84e-01,
8.399999e-02,6.64e-01,
8.409999e-02,6.76e-01,
8.419999e-02,6.60e-01,
8.429999e-02,6.68e-01,
8.439999e-02,6.68e-01,
8.449999e-02,6.68e-01,
8.459999e-02,6.64e-01,
8.469999e-02,6.60e-01,
8.479999e-02,6.44e-01,
8.489999e-02,6.68e-01,
8.499999e-02,6.52e-01,
8.509999e-02,6.52e-01,
8.519999e-02,6.56e-01,
8.529999e-02,6.56e-01,
8.539999e-02,6.52e-01,
8.549999e-02,6.56e-01,
8.559999e-02,6.56e-01,
8.569999e-02,6.56e-01,
8.579999e-02,6.52e-01,
8.589999e-02,6.52e-01,
8.599999e-02,6.52e-01,
8.609999e-02,6.60e-01,
8.619999e-02,6.56e-01,
8.629999e-02,6.60e-01,
8.639999e-02,6.56e-01,
8.649999e-02,6.56e-01,
8.659999e-02,6.56e-01,
8.669999e-02,6.88e-01,
8.679999e-02,6.88e-01,
8.689999e-02,6.84e-01,
8.699999e-02,6.88e-01,
8.709999e-02,6.80e-01,
8.719999e-02,6.88e-01,
8.729999e-02,6.84e-01,
8.739999e-02,6.84e-01,
8.749999e-02,6.88e-01,
8.759999e-02,6.84e-01,
8.769999e-02,6.96e-01,
8.779999e-02,7.00e-01,
8.789999e-02,7.00e-01,
8.799999e-02,7.20e-01,
8.809999e-02,7.24e-01,
8.819999e-02,7.12e-01,
8.829999e-02,7.08e-01,
8.839999e-02,7.08e-01,
8.849999e-02,7.08e-01,
8.859999e-02,7.20e-01,
8.869999e-02,7.24e-01,
8.879999e-02,7.20e-01,
8.889999e-02,7.12e-01,
8.899999e-02,7.20e-01,
8.909999e-02,7.20e-01,
8.919999e-02,7.20e-01,
8.929999e-02,7.08e-01,
8.939999e-02,7.12e-01,
8.949999e-02,7.12e-01,
8.959999e-02,7.12e-01,
8.969999e-02,7.12e-01,
8.979999e-02,7.20e-01,
8.989999e-02,7.20e-01,
8.999999e-02,7.20e-01,
9.009999e-02,7.20e-01,
9.019999e-02,7.20e-01,
9.029999e-02,7.12e-01,
9.039999e-02,7.04e-01,
9.049999e-02,7.04e-01,
9.059999e-02,6.40e-01,
9.069999e-02,7.04e-01,
9.079999e-02,6.56e-01,
9.089999e-02,6.52e-01,
9.099999e-02,6.16e-01,
9.109999e-02,6.32e-01,
9.119999e-02,6.52e-01,
9.129999e-02,6.36e-01,
9.139999e-02,6.24e-01,
9.149999e-02,6.76e-01,
9.159999e-02,6.52e-01,
9.169999e-02,6.24e-01,
9.179999e-02,6.44e-01,
9.189999e-02,6.24e-01,
9.199999e-02,6.40e-01,
9.209999e-02,6.24e-01,
9.219999e-02,6.24e-01,
9.229999e-02,6.36e-01,
9.239999e-02,6.32e-01,
9.249999e-02,6.16e-01,
9.259999e-02,6.20e-01,
9.269999e-02,6.24e-01,
9.279999e-02,6.16e-01,
9.289999e-02,6.08e-01,
9.299999e-02,6.20e-01,
9.309999e-02,6.32e-01,
9.319999e-02,6.12e-01,
9.329999e-02,6.56e-01,
9.339999e-02,6.12e-01,
9.349999e-02,6.16e-01,
9.359999e-02,6.20e-01,
9.369999e-02,6.20e-01,
9.379998e-02,6.16e-01,
9.389998e-02,5.96e-01,
9.399998e-02,6.08e-01,
9.409998e-02,5.96e-01,
9.419998e-02,5.96e-01,
9.429998e-02,6.08e-01,
9.439998e-02,6.08e-01,
9.449998e-02,6.12e-01,
9.459998e-02,6.00e-01,
9.469998e-02,6.20e-01,
9.479998e-02,6.00e-01,
9.489998e-02,6.20e-01,
9.499998e-02,6.20e-01,
9.509998e-02,6.12e-01,
9.519998e-02,6.08e-01,
9.529998e-02,6.00e-01,
9.539998e-02,6.12e-01,
9.549998e-02,6.00e-01,
9.559998e-02,6.32e-01,
9.569998e-02,6.24e-01,
9.579998e-02,6.20e-01,
9.589998e-02,6.64e-01,
9.599998e-02,6.76e-01,
9.609998e-02,6.68e-01,
9.619998e-02,6.84e-01,
9.629998e-02,6.44e-01,
9.639998e-02,6.88e-01,
9.649998e-02,6.32e-01,
9.659998e-02,6.44e-01,
9.669998e-02,6.84e-01,
9.679998e-02,6.40e-01,
9.689998e-02,6.68e-01,
9.699998e-02,6.68e-01,
9.709998e-02,6.52e-01,
9.719998e-02,6.68e-01,
9.729998e-02,6.16e-01,
9.739998e-02,6.08e-01,
9.749998e-02,6.16e-01,
9.759998e-02,6.76e-01,
9.769998e-02,6.56e-01,
9.779998e-02,6.16e-01,
9.789998e-02,6.20e-01,
9.799998e-02,6.20e-01,
9.809998e-02,6.16e-01,
9.819998e-02,6.80e-01,
9.829998e-02,6.24e-01,
9.839998e-02,6.52e-01,
9.849998e-02,6.76e-01,
9.859998e-02,6.36e-01,
9.869998e-02,6.20e-01,
9.879998e-02,6.76e-01,
9.889998e-02,6.32e-01,
9.899998e-02,6.24e-01,
9.909998e-02,6.08e-01,
9.919998e-02,6.08e-01,
9.929998e-02,6.08e-01,
9.939998e-02,6.56e-01,
9.949998e-02,6.16e-01,
9.959998e-02,6.24e-01,
9.969998e-02,6.80e-01,
9.979998e-02,6.32e-01,
9.989998e-02,6.64e-01,
9.999998e-02,6.36e-01,
1.001000e-01,6.76e-01,
1.002000e-01,6.52e-01,
1.003000e-01,6.44e-01,
1.004000e-01,6.36e-01,
1.005000e-01,6.56e-01,
1.006000e-01,6.76e-01,
1.007000e-01,6.40e-01,
