Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,3.980E-01,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E-01,
Vertical Position,-4.160E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Display Last Dot Address,10000,
Waveform Last Dot Address,0,
SincET Mode,Real Time,
Sampling Period,1.000E-04,
Horizontal Old Scale,1.000E-01,
Horizontal Old Position,0.000E+00,
Firmware,V1.32,
Mode,Detail,
Waveform Data,
-2.901000e-01,6.64e-01,
-2.900000e-01,6.64e-01,
-2.899000e-01,6.68e-01,
-2.898000e-01,6.64e-01,
-2.897000e-01,6.68e-01,
-2.896000e-01,6.76e-01,
-2.895000e-01,6.68e-01,
-2.894000e-01,6.64e-01,
-2.893000e-01,6.64e-01,
-2.892000e-01,6.64e-01,
-2.891000e-01,6.64e-01,
-2.890000e-01,6.60e-01,
-2.889000e-01,6.64e-01,
-2.888000e-01,6.60e-01,
-2.887000e-01,6.56e-01,
-2.886000e-01,6.56e-01,
-2.885000e-01,6.64e-01,
-2.884000e-01,6.64e-01,
-2.883000e-01,6.56e-01,
-2.882000e-01,6.56e-01,
-2.881000e-01,6.56e-01,
-2.880000e-01,6.56e-01,
-2.879000e-01,6.52e-01,
-2.878000e-01,6.56e-01,
-2.877000e-01,6.56e-01,
-2.876000e-01,6.56e-01,
-2.875000e-01,6.52e-01,
-2.874000e-01,6.56e-01,
-2.873000e-01,6.56e-01,
-2.872000e-01,6.52e-01,
-2.871000e-01,6.44e-01,
-2.870000e-01,6.40e-01,
-2.869000e-01,6.40e-01,
-2.868000e-01,6.36e-01,
-2.867000e-01,6.32e-01,
-2.866000e-01,6.36e-01,
-2.865000e-01,5.96e-01,
-2.864000e-01,6.20e-01,
-2.863000e-01,6.12e-01,
-2.862000e-01,5.72e-01,
-2.861000e-01,6.12e-01,
-2.860000e-01,5.68e-01,
-2.859000e-01,5.80e-01,
-2.858000e-01,6.00e-01,
-2.857000e-01,6.08e-01,
-2.856000e-01,6.16e-01,
-2.855000e-01,6.36e-01,
-2.854000e-01,6.52e-01,
-2.853000e-01,6.44e-01,
-2.852000e-01,6.24e-01,
-2.851000e-01,6.36e-01,
-2.850000e-01,6.12e-01,
-2.849000e-01,5.96e-01,
-2.848000e-01,6.20e-01,
-2.847000e-01,6.20e-01,
-2.846000e-01,6.20e-01,
-2.845000e-01,6.20e-01,
-2.844000e-01,6.32e-01,
-2.843000e-01,6.24e-01,
-2.842000e-01,6.20e-01,
-2.841000e-01,6.24e-01,
-2.840000e-01,6.32e-01,
-2.839000e-01,6.32e-01,
-2.838000e-01,6.32e-01,
-2.837000e-01,5.76e-01,
-2.836000e-01,5.72e-01,
-2.835000e-01,6.12e-01,
-2.834000e-01,6.00e-01,
-2.833000e-01,5.64e-01,
-2.832000e-01,5.76e-01,
-2.831000e-01,5.48e-01,
-2.830000e-01,6.24e-01,
-2.829000e-01,6.24e-01,
-2.828000e-01,6.32e-01,
-2.827000e-01,6.20e-01,
-2.826000e-01,6.32e-01,
-2.825000e-01,5.56e-01,
-2.824000e-01,6.24e-01,
-2.823000e-01,6.16e-01,
-2.822000e-01,6.16e-01,
-2.821000e-01,6.12e-01,
-2.820000e-01,5.92e-01,
-2.819000e-01,6.16e-01,
-2.818000e-01,5.68e-01,
-2.817000e-01,5.96e-01,
-2.816000e-01,5.64e-01,
-2.815000e-01,5.48e-01,
-2.814000e-01,5.64e-01,
-2.813000e-01,5.92e-01,
-2.812000e-01,5.92e-01,
-2.811000e-01,5.80e-01,
-2.810000e-01,5.76e-01,
-2.809000e-01,6.00e-01,
-2.808000e-01,5.64e-01,
-2.807000e-01,5.72e-01,
-2.806000e-01,5.76e-01,
-2.805000e-01,5.80e-01,
-2.804000e-01,5.72e-01,
-2.803000e-01,6.00e-01,
-2.802000e-01,5.96e-01,
-2.801000e-01,5.52e-01,
-2.800000e-01,5.92e-01,
-2.799000e-01,5.92e-01,
-2.798000e-01,6.00e-01,
-2.797000e-01,6.08e-01,
-2.796000e-01,6.08e-01,
-2.795000e-01,6.00e-01,
-2.794000e-01,5.96e-01,
-2.793000e-01,5.92e-01,
-2.792000e-01,5.96e-01,
-2.791000e-01,6.00e-01,
-2.790000e-01,5.96e-01,
-2.789000e-01,5.92e-01,
-2.788000e-01,5.96e-01,
-2.787000e-01,5.56e-01,
-2.786000e-01,5.52e-01,
-2.785000e-01,6.08e-01,
-2.784000e-01,5.56e-01,
-2.783000e-01,5.88e-01,
-2.782000e-01,5.76e-01,
-2.781000e-01,5.64e-01,
-2.780000e-01,6.00e-01,
-2.779000e-01,5.88e-01,
-2.778000e-01,5.72e-01,
-2.777000e-01,5.88e-01,
-2.776000e-01,5.88e-01,
-2.775000e-01,6.00e-01,
-2.774000e-01,6.00e-01,
-2.773000e-01,6.08e-01,
-2.772000e-01,6.00e-01,
-2.771000e-01,5.96e-01,
-2.770000e-01,6.00e-01,
-2.769000e-01,6.00e-01,
-2.768000e-01,5.92e-01,
-2.767000e-01,5.92e-01,
-2.766000e-01,6.00e-01,
-2.765000e-01,5.76e-01,
-2.764000e-01,5.76e-01,
-2.763000e-01,5.64e-01,
-2.762000e-01,5.52e-01,
-2.761000e-01,5.36e-01,
-2.760000e-01,5.56e-01,
-2.759000e-01,5.76e-01,
-2.758000e-01,5.64e-01,
-2.757000e-01,5.92e-01,
-2.756000e-01,5.72e-01,
-2.755000e-01,5.76e-01,
-2.754000e-01,5.68e-01,
-2.753000e-01,5.68e-01,
-2.752000e-01,5.56e-01,
-2.751000e-01,5.68e-01,
-2.750000e-01,5.68e-01,
-2.749000e-01,5.76e-01,
-2.748000e-01,5.72e-01,
-2.747000e-01,5.88e-01,
-2.746000e-01,5.52e-01,
-2.745000e-01,5.68e-01,
-2.744000e-01,5.96e-01,
-2.743000e-01,6.08e-01,
-2.742000e-01,5.80e-01,
-2.741000e-01,5.44e-01,
-2.740000e-01,5.88e-01,
-2.739000e-01,5.44e-01,
-2.738000e-01,5.56e-01,
-2.737000e-01,5.64e-01,
-2.736000e-01,5.56e-01,
-2.735000e-01,5.88e-01,
-2.734000e-01,5.76e-01,
-2.733000e-01,5.52e-01,
-2.732000e-01,5.52e-01,
-2.731000e-01,5.56e-01,
-2.730000e-01,5.92e-01,
-2.729000e-01,5.56e-01,
-2.728000e-01,5.52e-01,
-2.727000e-01,5.48e-01,
-2.726000e-01,5.52e-01,
-2.725000e-01,5.36e-01,
-2.724000e-01,5.48e-01,
-2.723000e-01,5.52e-01,
-2.722000e-01,5.48e-01,
-2.721000e-01,5.52e-01,
-2.720000e-01,5.72e-01,
-2.719000e-01,5.68e-01,
-2.718000e-01,5.72e-01,
-2.717000e-01,5.72e-01,
-2.716000e-01,5.56e-01,
-2.715000e-01,5.52e-01,
-2.714000e-01,5.48e-01,
-2.713000e-01,5.48e-01,
-2.712000e-01,5.52e-01,
-2.711000e-01,5.64e-01,
-2.710000e-01,5.64e-01,
-2.709000e-01,5.48e-01,
-2.708000e-01,5.56e-01,
-2.707000e-01,5.44e-01,
-2.706000e-01,5.48e-01,
-2.705000e-01,5.64e-01,
-2.704000e-01,5.64e-01,
-2.703000e-01,5.64e-01,
-2.702000e-01,5.56e-01,
-2.701000e-01,5.68e-01,
-2.700000e-01,5.56e-01,
-2.699000e-01,5.64e-01,
-2.698000e-01,5.72e-01,
-2.697000e-01,5.64e-01,
-2.696000e-01,5.64e-01,
-2.695000e-01,5.68e-01,
-2.694000e-01,5.68e-01,
-2.693000e-01,5.72e-01,
-2.692000e-01,5.76e-01,
-2.691000e-01,5.76e-01,
-2.690000e-01,5.88e-01,
-2.689000e-01,5.76e-01,
-2.688000e-01,5.68e-01,
-2.687000e-01,5.68e-01,
-2.686000e-01,5.72e-01,
-2.685000e-01,5.72e-01,
-2.684000e-01,5.72e-01,
-2.683000e-01,5.68e-01,
-2.682000e-01,5.56e-01,
-2.681000e-01,5.76e-01,
-2.680000e-01,5.80e-01,
-2.679000e-01,6.16e-01,
-2.678000e-01,5.72e-01,
-2.677000e-01,5.72e-01,
-2.676000e-01,5.72e-01,
-2.675000e-01,6.00e-01,
-2.674000e-01,5.64e-01,
-2.673000e-01,5.68e-01,
-2.672000e-01,5.52e-01,
-2.671000e-01,5.92e-01,
-2.670000e-01,5.68e-01,
-2.669000e-01,5.72e-01,
-2.668000e-01,5.68e-01,
-2.667000e-01,5.72e-01,
-2.666000e-01,5.80e-01,
-2.665000e-01,5.80e-01,
-2.664000e-01,5.88e-01,
-2.663000e-01,5.76e-01,
-2.662000e-01,6.20e-01,
-2.661000e-01,5.88e-01,
-2.660000e-01,5.76e-01,
-2.659000e-01,5.72e-01,
-2.658000e-01,5.80e-01,
-2.657000e-01,5.80e-01,
-2.656000e-01,5.72e-01,
-2.655000e-01,5.88e-01,
-2.654000e-01,5.88e-01,
-2.653000e-01,5.80e-01,
-2.652000e-01,5.76e-01,
-2.651000e-01,5.68e-01,
-2.650000e-01,5.80e-01,
-2.649000e-01,5.76e-01,
-2.648000e-01,5.76e-01,
-2.647000e-01,5.80e-01,
-2.646000e-01,5.80e-01,
-2.645000e-01,5.80e-01,
-2.644000e-01,5.92e-01,
-2.643000e-01,5.80e-01,
-2.642000e-01,5.68e-01,
-2.641000e-01,5.72e-01,
-2.640000e-01,5.68e-01,
-2.639000e-01,5.72e-01,
-2.638000e-01,5.80e-01,
-2.637000e-01,6.00e-01,
-2.636000e-01,5.96e-01,
-2.635000e-01,5.88e-01,
-2.634000e-01,5.88e-01,
-2.633000e-01,5.88e-01,
-2.632000e-01,5.92e-01,
-2.631000e-01,5.96e-01,
-2.630000e-01,5.88e-01,
-2.629000e-01,5.88e-01,
-2.628000e-01,6.12e-01,
-2.627000e-01,5.76e-01,
-2.626000e-01,6.12e-01,
-2.625000e-01,5.88e-01,
-2.624000e-01,5.72e-01,
-2.623000e-01,6.08e-01,
-2.622000e-01,6.08e-01,
-2.621000e-01,5.76e-01,
-2.620000e-01,6.12e-01,
-2.619000e-01,5.92e-01,
-2.618000e-01,6.00e-01,
-2.617000e-01,5.88e-01,
-2.616000e-01,5.96e-01,
-2.615000e-01,5.92e-01,
-2.614000e-01,5.92e-01,
-2.613000e-01,6.00e-01,
-2.612000e-01,5.80e-01,
-2.611000e-01,6.00e-01,
-2.610000e-01,5.96e-01,
-2.609000e-01,6.12e-01,
-2.608000e-01,6.12e-01,
-2.607000e-01,6.00e-01,
-2.606000e-01,5.96e-01,
-2.605000e-01,5.96e-01,
-2.604000e-01,5.96e-01,
-2.603000e-01,5.92e-01,
-2.602000e-01,5.56e-01,
-2.601000e-01,5.72e-01,
-2.600000e-01,5.64e-01,
-2.599000e-01,5.52e-01,
-2.598000e-01,5.52e-01,
-2.597000e-01,5.88e-01,
-2.596000e-01,5.88e-01,
-2.595000e-01,5.88e-01,
-2.594000e-01,6.00e-01,
-2.593000e-01,6.00e-01,
-2.592000e-01,5.96e-01,
-2.591000e-01,5.92e-01,
-2.590000e-01,5.88e-01,
-2.589000e-01,5.92e-01,
-2.588000e-01,5.96e-01,
-2.587000e-01,5.96e-01,
-2.586000e-01,5.68e-01,
-2.585000e-01,5.56e-01,
-2.584000e-01,5.64e-01,
-2.583000e-01,5.88e-01,
-2.582000e-01,5.76e-01,
-2.581000e-01,5.80e-01,
-2.580000e-01,5.96e-01,
-2.579000e-01,6.00e-01,
-2.578000e-01,6.00e-01,
-2.577000e-01,5.96e-01,
-2.576000e-01,5.80e-01,
-2.575000e-01,6.00e-01,
-2.574000e-01,6.16e-01,
-2.573000e-01,5.92e-01,
-2.572000e-01,6.20e-01,
-2.571000e-01,6.00e-01,
-2.570000e-01,6.00e-01,
-2.569000e-01,6.16e-01,
-2.568000e-01,6.08e-01,
-2.567000e-01,6.12e-01,
-2.566000e-01,6.16e-01,
-2.565000e-01,5.88e-01,
-2.564000e-01,6.00e-01,
-2.563000e-01,6.16e-01,
-2.562000e-01,6.16e-01,
-2.561000e-01,6.20e-01,
-2.560000e-01,6.20e-01,
-2.559000e-01,6.16e-01,
-2.558000e-01,6.24e-01,
-2.557000e-01,6.08e-01,
-2.556000e-01,5.92e-01,
-2.555000e-01,6.16e-01,
-2.554000e-01,6.00e-01,
-2.553000e-01,5.92e-01,
-2.552000e-01,6.00e-01,
-2.551000e-01,6.12e-01,
-2.550000e-01,6.24e-01,
-2.549000e-01,6.12e-01,
-2.548000e-01,6.08e-01,
-2.547000e-01,6.20e-01,
-2.546000e-01,5.92e-01,
-2.545000e-01,5.88e-01,
-2.544000e-01,6.20e-01,
-2.543000e-01,6.20e-01,
-2.542000e-01,6.24e-01,
-2.541000e-01,6.60e-01,
-2.540000e-01,6.52e-01,
-2.539000e-01,6.36e-01,
-2.538000e-01,6.52e-01,
-2.537000e-01,6.68e-01,
-2.536000e-01,6.76e-01,
-2.535000e-01,6.76e-01,
-2.534000e-01,6.80e-01,
-2.533000e-01,6.84e-01,
-2.532000e-01,6.88e-01,
-2.531000e-01,6.84e-01,
-2.530000e-01,6.80e-01,
-2.529000e-01,6.68e-01,
-2.528000e-01,6.68e-01,
-2.527000e-01,6.68e-01,
-2.526000e-01,6.64e-01,
-2.525000e-01,6.60e-01,
-2.524000e-01,6.64e-01,
-2.523000e-01,6.76e-01,
-2.522000e-01,6.80e-01,
-2.521000e-01,6.80e-01,
-2.520000e-01,6.68e-01,
-2.519000e-01,6.56e-01,
-2.518000e-01,5.88e-01,
-2.517000e-01,5.92e-01,
-2.516000e-01,5.96e-01,
-2.515000e-01,6.12e-01,
-2.514000e-01,6.00e-01,
-2.513000e-01,6.08e-01,
-2.512000e-01,6.00e-01,
-2.511000e-01,6.16e-01,
-2.510000e-01,6.08e-01,
-2.509000e-01,6.16e-01,
-2.508000e-01,6.20e-01,
-2.507000e-01,6.24e-01,
-2.506000e-01,6.20e-01,
-2.505000e-01,6.12e-01,
-2.504000e-01,6.16e-01,
-2.503000e-01,6.20e-01,
-2.502000e-01,6.20e-01,
-2.501000e-01,6.24e-01,
-2.500000e-01,6.16e-01,
-2.499000e-01,6.16e-01,
-2.498000e-01,5.80e-01,
-2.497000e-01,5.76e-01,
-2.496000e-01,5.72e-01,
-2.495000e-01,5.76e-01,
-2.494000e-01,5.76e-01,
-2.493000e-01,5.76e-01,
-2.492000e-01,5.80e-01,
-2.491000e-01,5.80e-01,
-2.490000e-01,5.76e-01,
-2.489000e-01,5.88e-01,
-2.488000e-01,5.88e-01,
-2.487000e-01,5.92e-01,
-2.486000e-01,5.96e-01,
-2.485000e-01,6.00e-01,
-2.484000e-01,5.96e-01,
-2.483000e-01,6.00e-01,
-2.482000e-01,5.96e-01,
-2.481000e-01,5.68e-01,
-2.480000e-01,5.52e-01,
-2.479000e-01,5.80e-01,
-2.478000e-01,6.00e-01,
-2.477000e-01,5.80e-01,
-2.476000e-01,6.12e-01,
-2.475000e-01,5.72e-01,
-2.474000e-01,5.80e-01,
-2.473000e-01,5.96e-01,
-2.472000e-01,5.88e-01,
-2.471000e-01,5.96e-01,
-2.470000e-01,5.88e-01,
-2.469000e-01,6.32e-01,
-2.468000e-01,6.00e-01,
-2.467000e-01,5.80e-01,
-2.466000e-01,5.72e-01,
-2.465000e-01,5.68e-01,
-2.464000e-01,5.76e-01,
-2.463000e-01,6.00e-01,
-2.462000e-01,5.92e-01,
-2.461000e-01,5.88e-01,
-2.460000e-01,5.88e-01,
-2.459000e-01,5.68e-01,
-2.458000e-01,6.44e-01,
-2.457000e-01,6.52e-01,
-2.456000e-01,6.56e-01,
-2.455000e-01,6.64e-01,
-2.454000e-01,6.76e-01,
-2.453000e-01,6.80e-01,
-2.452000e-01,6.80e-01,
-2.451000e-01,6.88e-01,
-2.450000e-01,7.00e-01,
-2.449000e-01,6.96e-01,
-2.448000e-01,6.96e-01,
-2.447000e-01,6.88e-01,
-2.446000e-01,6.88e-01,
-2.445000e-01,6.84e-01,
-2.444000e-01,6.88e-01,
-2.443000e-01,6.76e-01,
-2.442000e-01,6.80e-01,
-2.441000e-01,6.80e-01,
-2.440000e-01,6.80e-01,
-2.439000e-01,6.80e-01,
-2.438000e-01,6.76e-01,
-2.437000e-01,6.76e-01,
-2.436000e-01,6.76e-01,
-2.435000e-01,6.76e-01,
-2.434000e-01,6.68e-01,
-2.433000e-01,6.68e-01,
-2.432000e-01,6.60e-01,
-2.431000e-01,6.68e-01,
-2.430000e-01,6.12e-01,
-2.429000e-01,6.64e-01,
-2.428000e-01,6.52e-01,
-2.427000e-01,6.40e-01,
-2.426000e-01,6.24e-01,
-2.425000e-01,6.44e-01,
-2.424000e-01,6.44e-01,
-2.423000e-01,6.52e-01,
-2.422000e-01,6.52e-01,
-2.421000e-01,6.44e-01,
-2.420000e-01,6.16e-01,
-2.419000e-01,6.40e-01,
-2.418000e-01,6.52e-01,
-2.417000e-01,6.44e-01,
-2.416000e-01,6.40e-01,
-2.415000e-01,6.24e-01,
-2.414000e-01,6.44e-01,
-2.413000e-01,6.52e-01,
-2.412000e-01,6.44e-01,
-2.411000e-01,6.52e-01,
-2.410000e-01,6.60e-01,
-2.409000e-01,6.52e-01,
-2.408000e-01,6.60e-01,
-2.407000e-01,6.40e-01,
-2.406000e-01,6.64e-01,
-2.405000e-01,6.76e-01,
-2.404000e-01,6.76e-01,
-2.403000e-01,6.76e-01,
-2.402000e-01,6.76e-01,
-2.401000e-01,6.80e-01,
-2.400000e-01,6.76e-01,
-2.399000e-01,6.76e-01,
-2.398000e-01,6.68e-01,
-2.397000e-01,6.76e-01,
-2.396000e-01,6.76e-01,
-2.395000e-01,6.76e-01,
-2.394000e-01,6.80e-01,
-2.393000e-01,6.80e-01,
-2.392000e-01,6.76e-01,
-2.391000e-01,6.32e-01,
-2.390000e-01,6.56e-01,
-2.389000e-01,6.60e-01,
-2.388000e-01,6.60e-01,
-2.387000e-01,6.12e-01,
-2.386000e-01,6.36e-01,
-2.385000e-01,6.64e-01,
-2.384000e-01,6.56e-01,
-2.383000e-01,6.44e-01,
-2.382000e-01,6.52e-01,
-2.381000e-01,6.56e-01,
-2.380000e-01,6.52e-01,
-2.379000e-01,6.64e-01,
-2.378000e-01,6.60e-01,
-2.377000e-01,6.60e-01,
-2.376000e-01,6.68e-01,
-2.375000e-01,6.56e-01,
-2.374000e-01,6.56e-01,
-2.373000e-01,6.60e-01,
-2.372000e-01,6.56e-01,
-2.371000e-01,6.56e-01,
-2.370000e-01,6.44e-01,
-2.369000e-01,6.52e-01,
-2.368000e-01,6.52e-01,
-2.367000e-01,6.52e-01,
-2.366000e-01,6.52e-01,
-2.365000e-01,6.44e-01,
-2.364000e-01,6.44e-01,
-2.363000e-01,6.40e-01,
-2.362000e-01,6.20e-01,
-2.361000e-01,6.52e-01,
-2.360000e-01,6.32e-01,
-2.359000e-01,6.20e-01,
-2.358000e-01,6.36e-01,
-2.357000e-01,6.00e-01,
-2.356000e-01,6.32e-01,
-2.355000e-01,6.32e-01,
-2.354000e-01,6.00e-01,
-2.353000e-01,6.12e-01,
-2.352000e-01,6.32e-01,
-2.351000e-01,6.32e-01,
-2.350000e-01,6.08e-01,
-2.349000e-01,6.00e-01,
-2.348000e-01,6.64e-01,
-2.347000e-01,6.44e-01,
-2.346000e-01,6.44e-01,
-2.345000e-01,6.08e-01,
-2.344000e-01,6.16e-01,
-2.343000e-01,6.32e-01,
-2.342000e-01,6.60e-01,
-2.341000e-01,6.24e-01,
-2.340000e-01,6.16e-01,
-2.339000e-01,6.84e-01,
-2.338000e-01,6.36e-01,
-2.337000e-01,6.56e-01,
-2.336000e-01,6.24e-01,
-2.335000e-01,6.32e-01,
-2.334000e-01,6.80e-01,
-2.333000e-01,6.96e-01,
-2.332000e-01,6.84e-01,
-2.331000e-01,6.88e-01,
-2.330000e-01,6.84e-01,
-2.329000e-01,6.36e-01,
-2.328000e-01,7.00e-01,
-2.327000e-01,6.08e-01,
-2.326000e-01,6.68e-01,
-2.325000e-01,6.80e-01,
-2.324000e-01,6.20e-01,
-2.323000e-01,6.52e-01,
-2.322000e-01,6.16e-01,
-2.321000e-01,6.32e-01,
-2.320000e-01,6.32e-01,
-2.319000e-01,6.32e-01,
-2.318000e-01,6.32e-01,
-2.317000e-01,6.32e-01,
-2.316000e-01,6.32e-01,
-2.315000e-01,6.52e-01,
-2.314000e-01,6.52e-01,
-2.313000e-01,6.80e-01,
-2.312000e-01,6.12e-01,
-2.311000e-01,6.20e-01,
-2.310000e-01,6.36e-01,
-2.309000e-01,6.44e-01,
-2.308000e-01,6.80e-01,
-2.307000e-01,6.84e-01,
-2.306000e-01,6.68e-01,
-2.305000e-01,6.44e-01,
-2.304000e-01,6.60e-01,
-2.303000e-01,6.56e-01,
-2.302000e-01,6.52e-01,
-2.301000e-01,6.32e-01,
-2.300000e-01,6.32e-01,
-2.299000e-01,6.20e-01,
-2.298000e-01,6.44e-01,
-2.297000e-01,6.36e-01,
-2.296000e-01,6.44e-01,
-2.295000e-01,6.44e-01,
-2.294000e-01,6.64e-01,
-2.293000e-01,6.80e-01,
-2.292000e-01,6.60e-01,
-2.291000e-01,6.84e-01,
-2.290000e-01,6.88e-01,
-2.289000e-01,6.96e-01,
-2.288000e-01,6.88e-01,
-2.287000e-01,6.84e-01,
-2.286000e-01,6.88e-01,
-2.285000e-01,7.04e-01,
-2.284000e-01,7.20e-01,
-2.283000e-01,6.84e-01,
-2.282000e-01,6.60e-01,
-2.281000e-01,6.80e-01,
-2.280000e-01,6.88e-01,
-2.279000e-01,6.76e-01,
-2.278000e-01,6.88e-01,
-2.277000e-01,7.32e-01,
-2.276000e-01,7.52e-01,
-2.275000e-01,7.52e-01,
-2.274000e-01,7.52e-01,
-2.273000e-01,7.52e-01,
-2.272000e-01,7.52e-01,
-2.271000e-01,7.52e-01,
-2.270000e-01,7.48e-01,
-2.269000e-01,7.48e-01,
-2.268000e-01,7.36e-01,
-2.267000e-01,6.84e-01,
-2.266000e-01,7.48e-01,
-2.265000e-01,7.28e-01,
-2.264000e-01,7.28e-01,
-2.263000e-01,6.88e-01,
-2.262000e-01,7.00e-01,
-2.261000e-01,7.20e-01,
-2.260000e-01,7.04e-01,
-2.259000e-01,7.00e-01,
-2.258000e-01,7.00e-01,
-2.257000e-01,6.96e-01,
-2.256000e-01,6.96e-01,
-2.255000e-01,7.00e-01,
-2.254000e-01,7.00e-01,
-2.253000e-01,7.00e-01,
-2.252000e-01,7.04e-01,
-2.251000e-01,7.04e-01,
-2.250000e-01,6.96e-01,
-2.249000e-01,6.96e-01,
-2.248000e-01,6.96e-01,
-2.247000e-01,6.88e-01,
-2.246000e-01,6.88e-01,
-2.245000e-01,6.88e-01,
-2.244000e-01,6.96e-01,
-2.243000e-01,7.52e-01,
-2.242000e-01,7.48e-01,
-2.241000e-01,7.64e-01,
-2.240000e-01,7.56e-01,
-2.239000e-01,7.64e-01,
-2.238000e-01,7.56e-01,
-2.237000e-01,7.12e-01,
-2.236000e-01,7.08e-01,
-2.235000e-01,6.88e-01,
-2.234000e-01,7.12e-01,
-2.233000e-01,7.24e-01,
-2.232000e-01,7.20e-01,
-2.231000e-01,7.24e-01,
-2.230000e-01,7.24e-01,
-2.229000e-01,7.20e-01,
-2.228000e-01,7.08e-01,
-2.227000e-01,7.04e-01,
-2.226000e-01,7.08e-01,
-2.225000e-01,7.08e-01,
-2.224000e-01,7.04e-01,
-2.223000e-01,7.08e-01,
-2.222000e-01,7.20e-01,
-2.221000e-01,7.20e-01,
-2.220000e-01,7.24e-01,
-2.219000e-01,7.24e-01,
-2.218000e-01,7.20e-01,
-2.217000e-01,7.20e-01,
-2.216000e-01,7.28e-01,
-2.215000e-01,7.24e-01,
-2.214000e-01,7.24e-01,
-2.213000e-01,7.36e-01,
-2.212000e-01,7.32e-01,
-2.211000e-01,7.32e-01,
-2.210000e-01,7.36e-01,
-2.209000e-01,7.28e-01,
-2.208000e-01,7.28e-01,
-2.207000e-01,7.32e-01,
-2.206000e-01,7.28e-01,
-2.205000e-01,7.24e-01,
-2.204000e-01,7.24e-01,
-2.203000e-01,7.28e-01,
-2.202000e-01,7.28e-01,
-2.201000e-01,7.36e-01,
-2.200000e-01,7.44e-01,
-2.199000e-01,7.44e-01,
-2.198000e-01,7.44e-01,
-2.197000e-01,7.44e-01,
-2.196000e-01,7.44e-01,
-2.195000e-01,7.44e-01,
-2.194000e-01,7.44e-01,
-2.193000e-01,7.20e-01,
-2.192000e-01,7.08e-01,
-2.191000e-01,7.20e-01,
-2.190000e-01,7.20e-01,
-2.189000e-01,7.08e-01,
-2.188000e-01,7.28e-01,
-2.187000e-01,7.08e-01,
-2.186000e-01,7.08e-01,
-2.185000e-01,7.08e-01,
-2.184000e-01,6.96e-01,
-2.183000e-01,7.08e-01,
-2.182000e-01,7.00e-01,
-2.181000e-01,6.96e-01,
-2.180000e-01,6.88e-01,
-2.179000e-01,7.08e-01,
-2.178000e-01,6.44e-01,
-2.177000e-01,7.00e-01,
-2.176000e-01,7.04e-01,
-2.175000e-01,7.04e-01,
-2.174000e-01,7.08e-01,
-2.173000e-01,7.04e-01,
-2.172000e-01,6.96e-01,
-2.171000e-01,6.88e-01,
-2.170000e-01,6.96e-01,
-2.169000e-01,7.00e-01,
-2.168000e-01,7.08e-01,
-2.167000e-01,7.08e-01,
-2.166000e-01,6.68e-01,
-2.165000e-01,6.88e-01,
-2.164000e-01,7.00e-01,
-2.163000e-01,6.64e-01,
-2.162000e-01,6.96e-01,
-2.161000e-01,6.40e-01,
-2.160000e-01,7.00e-01,
-2.159000e-01,6.96e-01,
-2.158000e-01,6.88e-01,
-2.157000e-01,6.88e-01,
-2.156000e-01,7.00e-01,
-2.155000e-01,6.96e-01,
-2.154000e-01,7.00e-01,
-2.153000e-01,7.00e-01,
-2.152000e-01,6.96e-01,
-2.151000e-01,6.84e-01,
-2.150000e-01,6.88e-01,
-2.149000e-01,6.88e-01,
-2.148000e-01,6.96e-01,
-2.147000e-01,6.88e-01,
-2.146000e-01,6.84e-01,
-2.145000e-01,6.88e-01,
-2.144000e-01,6.88e-01,
-2.143000e-01,6.80e-01,
-2.142000e-01,6.20e-01,
-2.141000e-01,6.76e-01,
-2.140000e-01,6.16e-01,
-2.139000e-01,6.56e-01,
-2.138000e-01,5.96e-01,
-2.137000e-01,6.60e-01,
-2.136000e-01,6.44e-01,
-2.135000e-01,6.16e-01,
-2.134000e-01,6.44e-01,
-2.133000e-01,6.12e-01,
-2.132000e-01,6.32e-01,
-2.131000e-01,6.60e-01,
-2.130000e-01,6.08e-01,
-2.129000e-01,6.40e-01,
-2.128000e-01,5.92e-01,
-2.127000e-01,6.20e-01,
-2.126000e-01,6.12e-01,
-2.125000e-01,5.92e-01,
-2.124000e-01,6.00e-01,
-2.123000e-01,6.08e-01,
-2.122000e-01,6.40e-01,
-2.121000e-01,6.00e-01,
-2.120000e-01,6.24e-01,
-2.119000e-01,5.88e-01,
-2.118000e-01,6.00e-01,
-2.117000e-01,6.08e-01,
-2.116000e-01,6.36e-01,
-2.115000e-01,6.08e-01,
-2.114000e-01,6.44e-01,
-2.113000e-01,6.08e-01,
-2.112000e-01,6.60e-01,
-2.111000e-01,6.36e-01,
-2.110000e-01,6.60e-01,
-2.109000e-01,6.00e-01,
-2.108000e-01,6.16e-01,
-2.107000e-01,6.16e-01,
-2.106000e-01,6.44e-01,
-2.105000e-01,6.16e-01,
-2.104000e-01,6.00e-01,
-2.103000e-01,6.16e-01,
-2.102000e-01,6.36e-01,
-2.101000e-01,6.40e-01,
-2.100000e-01,6.60e-01,
-2.099000e-01,6.20e-01,
