videofile,x_diameter,y_diameter,particle_diameter(um),particle_diameter(px)
PARAMETERS,-,-,2,
62-00mA_1.avi, 53, 53
63-00mA_2.avi, 57, 58
63-50mA_1.avi, 61, 59
63-50mA_2.avi, 60, 57
63-75mA_1.avi, 61, 64
64-00mA_1.avi, 58, 58
64-00mA_2.avi, 66, 63
64-00mA_3.avi, 57, 57
64-50mA_1.avi, 52, 52
65-00mA_1.avi, 56, 55
65-50mA_1.avi, 54, 53
66-00mA_1.avi, 58, 56
